org.apache.commons.lang3.time.FastDateParser,0.0240504317
org.apache.commons.lang3.text.translate.CharSequenceTranslator,0.0046617577
org.apache.commons.lang3.concurrent.ConstantInitializer,0.0034168565
org.apache.commons.lang3.text.StrBuilder,0.0237060974
org.apache.commons.lang3.ArrayUtils,0.0223287599
org.apache.commons.lang3.time.DatePrinter,0.0060655825
org.apache.commons.lang3.mutable.MutableBoolean,0.0025162897
org.apache.commons.lang3.tuple.ImmutableTriple,0.0067012767
org.apache.commons.lang3.time.DateUtils,0.0238650209
org.apache.commons.lang3.text.translate.EntityArrays,0.0086083594
org.apache.commons.lang3.builder.IDKey,0.0001854108
org.apache.commons.lang3.exception.CloneFailedException,0
org.apache.commons.lang3.mutable.MutableFloat,0.0121841394
org.apache.commons.lang3.builder.MultilineRecursiveToStringStyle,0.0130317317
org.apache.commons.lang3.text.translate.UnicodeUnpairedSurrogateRemover,0.001324363
org.apache.commons.lang3.concurrent.BackgroundInitializer,0.0017481591
org.apache.commons.lang3.reflect.MethodUtils,0.0179318748
org.apache.commons.lang3.mutable.MutableLong,0.0122636012
org.apache.commons.lang3.CharEncoding,0.0016157228
org.apache.commons.lang3.builder.Builder,0.0009005668
org.apache.commons.lang3.reflect.TypeUtils,0.0170577952
org.apache.commons.lang3.builder.HashCodeBuilder,0.0178259257
org.apache.commons.lang3.ObjectUtils,0.0155745087
org.apache.commons.lang3.math.NumberUtils,0.0238915082
org.apache.commons.lang3.reflect.ConstructorUtils,0.006118557
org.apache.commons.lang3.exception.ExceptionUtils,0.0135614769
org.apache.commons.lang3.text.StrSubstitutor,0.0076283308
org.apache.commons.lang3.builder.DiffBuilder,0.0211103459
org.apache.commons.lang3.concurrent.CircuitBreaker,0.0013508502
org.apache.commons.lang3.concurrent.ThresholdCircuitBreaker,0.0018276209
org.apache.commons.lang3.CharUtils,0.0072575091
org.apache.commons.lang3.LocaleUtils,0.0061450442
org.apache.commons.lang3.concurrent.ConcurrentUtils,0.0037611909
org.apache.commons.lang3.text.ExtendedMessageFormat,0.0081315887
org.apache.commons.lang3.reflect.InheritanceUtils,0.0010065159
org.apache.commons.lang3.mutable.MutableShort,0.0120781904
org.apache.commons.lang3.builder.EqualsExclude,0.0001854108
org.apache.commons.lang3.CharRange,0.0029665731
org.apache.commons.lang3.text.FormatFactory,0.000715156
org.apache.commons.lang3.tuple.ImmutablePair,0.0069926365
org.apache.commons.lang3.StringUtils,0.0252953329
org.apache.commons.lang3.text.translate.UnicodeUnescaper,0.0030990094
org.apache.commons.lang3.tuple.MutableTriple,0.0018805954
org.apache.commons.lang3.concurrent.LazyInitializer,0.0014038248
org.apache.commons.lang3.text.translate.JavaUnicodeEscaper,0.0012184139
org.apache.commons.lang3.SystemUtils,0.0227260688
org.apache.commons.lang3.CharSetUtils,0.0091381046
org.apache.commons.lang3.tuple.Triple,0.004184987
org.apache.commons.lang3.builder.RecursiveToStringStyle,0.001430312
org.apache.commons.lang3.CharSequenceUtils,0.0060390952
org.apache.commons.lang3.text.CompositeFormat,0.0013508502
org.apache.commons.lang3.ClassPathUtils,0.0039201144
org.apache.commons.lang3.exception.ExceptionContext,0.0001589236
org.apache.commons.lang3.text.translate.OctalUnescaper,0.0082905123
org.apache.commons.lang3.Validate,0.0171637442
org.apache.commons.lang3.CharSet,0.0092175664
org.apache.commons.lang3.builder.DiffResult,0.0008740796
org.apache.commons.lang3.builder.CompareToBuilder,0.0186205435
org.apache.commons.lang3.tuple.Pair,0.0013773375
org.apache.commons.lang3.text.translate.AggregateTranslator,0.0007416433
org.apache.commons.lang3.concurrent.ConcurrentInitializer,0.0006621815
org.apache.commons.lang3.time.DateFormatUtils,0.0133495789
org.apache.commons.lang3.text.WordUtils,0.0203951899
org.apache.commons.lang3.concurrent.CircuitBreakingException,0.0010330031
