FileName,inst#,actual,predicted,error,prediction
src\test\org\apache\commons\math\util\TransformerMapTest.java,33,2:valid,2:valid,,0.001
src\test\org\apache\commons\math\stat\regression\SimpleRegressionTest.java,34,2:valid,2:valid,,0.001
src\java\org\apache\commons\math\stat\inference\TTestImpl.java,35,2:valid,2:valid,,0.028
src\java\org\apache\commons\math\stat\inference\OneWayAnovaImpl.java,36,2:valid,2:valid,,0.077
src\test\org\apache\commons\math\optimization\MultiDirectionalTest.java,37,2:valid,2:valid,,0.035
src\java\org\apache\commons\math\stat\descriptive\moment\Kurtosis.java,38,2:valid,2:valid,,0.005
src\java\org\apache\commons\math\analysis\UnivariateRealIntegrator.java,39,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\stat\inference\ChiSquareTestImpl.java,40,2:valid,2:valid,,0.068
src\java\org\apache\commons\math\MathConfigurationException.java,41,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\distribution\TDistributionImpl.java,42,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\ode\ClassicalRungeKuttaStepInterpolatorTest.java,43,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\analysis\UnivariateRealInterpolator.java,44,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\util\MathUtils.java,45,2:valid,2:valid,,0.114
src\test\org\apache\commons\math\util\ContinuedFractionTest.java,46,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\util\DoubleArray.java,47,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\random\UniformRandomGenerator.java,48,2:valid,2:valid,,0.001
src\test\org\apache\commons\math\distribution\IntegerDistributionAbstractTest.java,49,2:valid,2:valid,,0.397
src\java\org\apache\commons\math\ode\RungeKuttaStepInterpolator.java,50,2:valid,2:valid,,0.011
src\java\org\apache\commons\math\stat\descriptive\SynchronizedDescriptiveStatistics.java,51,2:valid,2:valid,,0.003
src\java\org\apache\commons\math\distribution\AbstractIntegerDistribution.java,52,2:valid,2:valid,,0.376
src\test\org\apache\commons\math\stat\FrequencyTest.java,53,2:valid,2:valid,,0.017
src\test\org\apache\commons\math\MathConfigurationExceptionTest.java,54,2:valid,2:valid,,0.001
src\java\org\apache\commons\math\ode\GillStepInterpolator.java,55,2:valid,2:valid,,0.007
src\test\org\apache\commons\math\stat\descriptive\MultivariateSummaryStatisticsTest.java,56,2:valid,2:valid,,0.023
src\java\org\apache\commons\math\analysis\PolynomialFunctionLagrangeForm.java,57,2:valid,2:valid,,0.062
src\java\org\apache\commons\math\stat\descriptive\AbstractUnivariateStatistic.java,58,2:valid,2:valid,,0.006
src\java\org\apache\commons\math\analysis\UnivariateRealSolverImpl.java,59,2:valid,2:valid,,0.02
src\test\org\apache\commons\math\stat\descriptive\moment\FirstMomentTest.java,60,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\estimation\EstimatedParameter.java,61,2:valid,2:valid,,0.002
src\java\org\apache\commons\math\ode\FirstOrderIntegrator.java,62,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\ode\MidpointStepInterpolator.java,63,2:valid,2:valid,,0.004
src\test\org\apache\commons\math\linear\BigMatrixImplTest.java,64,2:valid,2:valid,,0.016
src\java\org\apache\commons\math\distribution\CauchyDistributionImpl.java,65,2:valid,2:valid,,0.007
src\java\org\apache\commons\math\distribution\WeibullDistribution.java,66,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\stat\descriptive\StatisticalSummaryValues.java,67,2:valid,2:valid,,0.013
src\java\org\apache\commons\math\random\RandomVectorGenerator.java,68,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\optimization\DirectSearchOptimizer.java,69,2:valid,2:valid,,0.051
src\java\org\apache\commons\math\distribution\DiscreteDistribution.java,70,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\random\RandomAdaptorTest.java,71,2:valid,2:valid,,0.001
src\java\org\apache\commons\math\ode\GraggBulirschStoerStepInterpolator.java,72,2:valid,2:valid,,0.065
src\java\org\apache\commons\math\geometry\Vector3D.java,73,2:valid,2:valid,,0.207
src\test\org\apache\commons\math\stat\descriptive\InteractionTest.java,74,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\ode\RungeKuttaIntegrator.java,75,2:valid,2:valid,,0.102
src\java\org\apache\commons\math\stat\descriptive\moment\ThirdMoment.java,76,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\linear\QRDecompositionImplTest.java,77,2:valid,2:valid,,0.001
src\test\org\apache\commons\math\distribution\FDistributionTest.java,78,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\fraction\FractionFormat.java,79,2:valid,2:valid,,0.063
src\test\org\apache\commons\math\ode\TestProblemAbstract.java,80,2:valid,2:valid,,0.093
src\test\org\apache\commons\math\linear\InvalidMatrixExceptionTest.java,81,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\util\NumberTransformer.java,82,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\stat\descriptive\moment\VectorialCovarianceTest.java,83,2:valid,2:valid,,0.001
src\test\org\apache\commons\math\stat\descriptive\moment\VarianceTest.java,84,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\ode\SwitchState.java,85,2:valid,2:valid,,0.069
src\test\org\apache\commons\math\complex\ComplexTest.java,86,2:valid,2:valid,,0.012
src\java\org\apache\commons\math\ode\AbstractStepInterpolator.java,87,2:valid,2:valid,,0.124
src\java\org\apache\commons\math\distribution\Distribution.java,88,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\distribution\AbstractDistribution.java,89,2:valid,2:valid,,0.004
src\java\org\apache\commons\math\random\RandomData.java,90,2:valid,2:valid,,0.003
src\test\org\apache\commons\math\stat\descriptive\moment\MeanTest.java,91,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\distribution\IntegerDistribution.java,92,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\random\ValueServerTest.java,93,2:valid,2:valid,,0.001
src\test\org\apache\commons\math\util\ResizableDoubleArrayTest.java,94,2:valid,2:valid,,0.003
src\test\org\apache\commons\math\special\BetaTest.java,95,2:valid,2:valid,,0.016
src\test\org\apache\commons\math\analysis\RombergIntegratorTest.java,96,2:valid,2:valid,,0.008
src\test\org\apache\commons\math\stat\data\LewTest.java,97,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\linear\MatrixUtilsTest.java,98,2:valid,2:valid,,0.003
src\test\org\apache\commons\math\analysis\QuinticFunction.java,99,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\stat\descriptive\moment\FourthMoment.java,100,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\random\RandomDataTest.java,101,2:valid,2:valid,,0.031
src\java\org\apache\commons\math\distribution\NormalDistribution.java,102,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\distribution\WeibullDistributionImpl.java,103,2:valid,2:valid,,0.004
src\test\org\apache\commons\math\distribution\CauchyDistributionTest.java,104,2:valid,2:valid,,0.001
src\java\org\apache\commons\math\analysis\PolynomialFunction.java,105,2:valid,2:valid,,0.007
src\java\org\apache\commons\math\linear\MatrixUtils.java,106,2:valid,2:valid,,0.401
src\java\org\apache\commons\math\distribution\ContinuousDistribution.java,107,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\stat\inference\OneWayAnova.java,108,2:valid,2:valid,,0.025
src\test\org\apache\commons\math\stat\descriptive\moment\FourthMomentTest.java,109,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\ode\TestProblem2.java,110,2:valid,2:valid,,0.001
src\test\org\apache\commons\math\random\EmpiricalDistributionTest.java,111,2:valid,2:valid,,0.007
src\test\org\apache\commons\math\ConvergenceExceptionTest.java,112,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\stat\descriptive\ListUnivariateImpl.java,113,2:valid,2:valid,,0.014
src\test\org\apache\commons\math\fraction\FractionFormatTest.java,114,2:valid,2:valid,,0.023
src\java\org\apache\commons\math\distribution\TDistribution.java,115,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\analysis\UnivariateRealSolverUtils.java,116,2:valid,2:valid,,0.016
src\java\org\apache\commons\math\ode\HighamHall54StepInterpolator.java,117,2:valid,2:valid,,0.003
src\java\org\apache\commons\math\distribution\ChiSquaredDistribution.java,118,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\util\ResizableDoubleArray.java,119,2:valid,2:valid,,0.044
src\java\org\apache\commons\math\analysis\RombergIntegrator.java,120,2:valid,2:valid,,0.01
src\test\org\apache\commons\math\stat\descriptive\moment\ThirdMomentTest.java,121,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\stat\descriptive\UnivariateStatistic.java,122,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\stat\descriptive\moment\SkewnessTest.java,123,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\util\MathUtilsTest.java,124,2:valid,2:valid,,0.015
src\test\org\apache\commons\math\estimation\WeightedMeasurementTest.java,125,2:valid,2:valid,,0.003
src\java\org\apache\commons\math\linear\RealMatrix.java,126,2:valid,2:valid,,0.007
src\java\org\apache\commons\math\stat\descriptive\moment\VectorialCovariance.java,127,2:valid,2:valid,,0.014
src\java\org\apache\commons\math\stat\descriptive\moment\StandardDeviation.java,128,2:valid,2:valid,,0.003
src\test\org\apache\commons\math\stat\descriptive\rank\MedianTest.java,129,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\analysis\UnivariateRealSolverFactory.java,130,2:valid,2:valid,,0.002
src\java\org\apache\commons\math\estimation\WeightedMeasurement.java,131,2:valid,2:valid,,0.002
src\test\org\apache\commons\math\special\ErfTest.java,132,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\stat\descriptive\DescriptiveStatisticsImpl.java,133,2:valid,2:valid,,0.001
src\java\org\apache\commons\math\distribution\PascalDistributionImpl.java,134,2:valid,2:valid,,0.016
src\test\org\apache\commons\math\distribution\PascalDistributionTest.java,135,2:valid,2:valid,,0.006
src\java\org\apache\commons\math\random\EmpiricalDistribution.java,136,2:valid,2:valid,,0.001
src\java\org\apache\commons\math\stat\inference\ChiSquareTest.java,137,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\ode\DummyStepInterpolator.java,138,2:valid,2:valid,,0.008
src\test\org\apache\commons\math\ode\GillStepInterpolatorTest.java,139,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\distribution\DistributionFactoryImpl.java,140,2:valid,2:valid,,0.002
src\java\org\apache\commons\math\ode\FirstOrderConverter.java,141,2:valid,2:valid,,0.017
src\java\org\apache\commons\math\fraction\Fraction.java,142,2:valid,2:valid,,0.442
src\java\org\apache\commons\math\util\TransformerMap.java,143,2:valid,2:valid,,0.001
src\java\org\apache\commons\math\stat\Frequency.java,144,2:valid,2:valid,,0.015
src\test\org\apache\commons\math\stat\CertifiedDataTest.java,145,2:valid,2:valid,,0.001
src\java\org\apache\commons\math\fraction\ProperFractionFormat.java,146,2:valid,2:valid,,0.037
src\test\org\apache\commons\math\complex\FrenchComplexFormatTest.java,147,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\stat\descriptive\moment\KurtosisTest.java,148,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\analysis\BisectionSolver.java,149,2:valid,2:valid,,0.003
src\java\org\apache\commons\math\geometry\CardanEulerSingularityException.java,150,2:valid,2:valid,,0.002
src\java\org\apache\commons\math\stat\descriptive\summary\SumOfLogs.java,151,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\ode\DormandPrince853IntegratorTest.java,152,2:valid,2:valid,,0.046
src\java\org\apache\commons\math\analysis\MullerSolver.java,153,2:valid,2:valid,,0.056
src\java\org\apache\commons\math\distribution\AbstractContinuousDistribution.java,154,2:valid,2:valid,,0.009
src\java\org\apache\commons\math\distribution\GammaDistribution.java,155,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\complex\ComplexFormat.java,156,2:valid,2:valid,,0.022
src\test\org\apache\commons\math\stat\descriptive\DescriptiveStatisticsAbstractTest.java,157,2:valid,2:valid,,0.083
src\java\org\apache\commons\math\ode\StepHandler.java,158,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\distribution\ChiSquaredDistributionImpl.java,159,2:valid,2:valid,,0.005
src\java\org\apache\commons\math\util\DefaultTransformer.java,160,2:valid,2:valid,,0.001
src\test\org\apache\commons\math\random\UniformRandomGeneratorTest.java,161,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\optimization\ConvergenceChecker.java,162,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\transform\FastFourierTransformer.java,163,2:valid,2:valid,,0.159
src\java\org\apache\commons\math\ode\SecondOrderDifferentialEquations.java,164,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\ode\DormandPrince54StepInterpolator.java,165,2:valid,2:valid,,0.017
src\test\org\apache\commons\math\stat\descriptive\rank\PercentileTest.java,166,2:valid,2:valid,,0.003
src\java\org\apache\commons\math\special\Beta.java,167,2:valid,2:valid,,0.021
src\java\org\apache\commons\math\stat\descriptive\moment\VectorialMean.java,168,2:valid,2:valid,,0.005
src\java\org\apache\commons\math\estimation\LevenbergMarquardtEstimator.java,169,2:valid,2:valid,,0.078
src\java\org\apache\commons\math\stat\descriptive\moment\FirstMoment.java,170,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\MaxIterationsExceededException.java,171,2:valid,2:valid,,0.017
src\java\org\apache\commons\math\linear\QRDecompositionImpl.java,172,2:valid,2:valid,,0.09
src\test\org\apache\commons\math\analysis\MullerSolverTest.java,173,2:valid,2:valid,,0.003
src\test\org\apache\commons\math\transform\FastCosineTransformerTest.java,174,2:valid,2:valid,,0.006
src\test\org\apache\commons\math\stat\descriptive\summary\SumSqTest.java,175,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\random\AbstractRandomGeneratorTest.java,176,2:valid,2:valid,,0.004
src\test\org\apache\commons\math\complex\ComplexFormatTest.java,177,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\ode\ContinuousOutputModel.java,178,2:valid,2:valid,,0.111
src\test\org\apache\commons\math\analysis\BisectionSolverTest.java,179,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\random\GaussianRandomGenerator.java,180,2:valid,2:valid,,0.001
src\test\org\apache\commons\math\distribution\ChiSquareDistributionTest.java,181,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\ode\DummyStepHandler.java,182,2:valid,2:valid,,0.009
src\java\org\apache\commons\math\random\UncorrelatedRandomVectorGenerator.java,183,2:valid,2:valid,,0.006
src\test\org\apache\commons\math\ode\GillIntegratorTest.java,184,2:valid,2:valid,,0.01
src\test\org\apache\commons\math\MathExceptionTest.java,185,2:valid,2:valid,,0.002
src\test\org\apache\commons\math\complex\ComplexFormatAbstractTest.java,186,2:valid,2:valid,,0.012
src\java\org\apache\commons\math\estimation\GaussNewtonEstimator.java,187,2:valid,2:valid,,0.117
src\java\org\apache\commons\math\estimation\AbstractEstimator.java,188,2:valid,2:valid,,0.06
src\java\org\apache\commons\math\ode\ClassicalRungeKuttaIntegrator.java,189,2:valid,2:valid,,0.001
src\java\org\apache\commons\math\ode\ThreeEighthesStepInterpolator.java,190,2:valid,2:valid,,0.004
src\java\org\apache\commons\math\fraction\FractionConversionException.java,191,2:valid,2:valid,,0.003
src\test\org\apache\commons\math\RetryTestCase.java,192,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\stat\inference\ChiSquareTestTest.java,193,2:valid,2:valid,,0.002
src\test\org\apache\commons\math\MaxIterationsExceededExceptionTest.java,194,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\linear\QRDecomposition.java,195,2:valid,2:valid,,0.003
src\java\org\apache\commons\math\ode\SecondOrderIntegrator.java,196,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\stat\inference\TestFactoryImpl.java,197,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\analysis\DividedDifferenceInterpolatorTest.java,198,2:valid,2:valid,,0.003
src\test\org\apache\commons\math\ode\ContinuousOutputModelTest.java,199,2:valid,2:valid,,0.008
src\java\org\apache\commons\math\analysis\UnivariateRealSolverFactoryImpl.java,200,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\random\UncorrelatedRandomVectorGeneratorTest.java,201,2:valid,2:valid,,0.004
src\test\org\apache\commons\math\stat\descriptive\UnivariateStatisticAbstractTest.java,202,2:valid,2:valid,,0.001
src\java\org\apache\commons\math\stat\descriptive\MultivariateSummaryStatistics.java,203,2:valid,2:valid,,0.081
src\test\org\apache\commons\math\util\DefaultTransformerTest.java,204,2:valid,2:valid,,0.001
src\java\org\apache\commons\math\linear\BigMatrixImpl.java,205,2:valid,2:valid,,0.021
src\java\org\apache\commons\math\optimization\MultiDirectional.java,206,2:valid,2:valid,,0.011
src\test\org\apache\commons\math\stat\inference\TTestFactoryTest.java,207,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\geometry\RotationOrder.java,208,2:valid,2:valid,,0.014
src\java\org\apache\commons\math\distribution\PascalDistribution.java,209,2:valid,2:valid,,0.004
src\test\org\apache\commons\math\stat\descriptive\ListUnivariateImplTest.java,210,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\stat\inference\UnknownDistributionChiSquareTest.java,211,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\util\DoubleArrayAbstractTest.java,212,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\linear\RealMatrixImpl.java,213,2:valid,2:valid,,0.028
src\test\org\apache\commons\math\util\TestBean.java,214,2:valid,2:valid,,0.001
src\test\org\apache\commons\math\geometry\Vector3DTest.java,215,2:valid,2:valid,,0.031
src\test\org\apache\commons\math\stat\inference\TestUtilsTest.java,216,2:valid,2:valid,,0.018
src\java\org\apache\commons\math\ode\EulerIntegrator.java,217,2:valid,2:valid,,0.001
src\test\org\apache\commons\math\DuplicateSampleAbscissaExceptionTest.java,218,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\util\ContinuedFraction.java,219,2:valid,2:valid,,0.03
src\java\org\apache\commons\math\distribution\BinomialDistributionImpl.java,220,2:valid,2:valid,,0.004
src\java\org\apache\commons\math\ode\IntegratorException.java,221,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\fraction\FractionTest.java,222,2:valid,2:valid,,0.022
src\java\org\apache\commons\math\analysis\SecantSolver.java,223,2:valid,2:valid,,0.013
src\java\org\apache\commons\math\analysis\PolynomialFunctionNewtonForm.java,224,2:valid,2:valid,,0.015
src\test\org\apache\commons\math\stat\descriptive\moment\GeometricMeanTest.java,225,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\analysis\NewtonSolverTest.java,226,2:valid,2:valid,,0.001
src\java\org\apache\commons\math\analysis\NevilleInterpolator.java,227,2:valid,2:valid,,0.001
src\java\org\apache\commons\math\ode\SwitchingFunctionsHandler.java,228,2:valid,2:valid,,0.071
src\java\org\apache\commons\math\stat\descriptive\rank\Percentile.java,229,2:valid,2:valid,,0.005
src\java\org\apache\commons\math\special\Gamma.java,230,2:valid,2:valid,,0.025
src\test\org\apache\commons\math\analysis\BrentSolverTest.java,231,2:valid,2:valid,,0.003
src\java\org\apache\commons\math\complex\ComplexUtils.java,232,2:valid,2:valid,,0.293
src\java\org\apache\commons\math\stat\descriptive\AbstractStorelessUnivariateStatistic.java,233,2:valid,2:valid,,0.002
src\test\org\apache\commons\math\stat\inference\ChiSquareFactoryTest.java,234,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\ode\TestProblemHandler.java,235,2:valid,2:valid,,0.016
src\test\org\apache\commons\math\random\TestRandomGenerator.java,236,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\stat\descriptive\SummaryStatisticsTest.java,237,2:valid,2:valid,,0.001
src\java\org\apache\commons\math\analysis\UnivariateRealFunction.java,238,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\estimation\EstimationException.java,239,2:valid,2:valid,,0.003
src\java\org\apache\commons\math\stat\descriptive\moment\Variance.java,240,2:valid,2:valid,,0.026
src\java\org\apache\commons\math\analysis\DifferentiableUnivariateRealFunction.java,241,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\stat\descriptive\rank\MinTest.java,242,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\distribution\ExponentialDistributionTest.java,243,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\stat\descriptive\rank\Min.java,244,2:valid,2:valid,,0.001
src\test\org\apache\commons\math\stat\descriptive\summary\ProductTest.java,245,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\stat\descriptive\SummaryStatisticsImpl.java,246,2:valid,2:valid,,0.002
src\test\org\apache\commons\math\ArgumentOutsideDomainExceptionTest.java,247,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\estimation\LevenbergMarquardtEstimatorTest.java,248,2:valid,2:valid,,0.05
src\java\org\apache\commons\math\DuplicateSampleAbscissaException.java,249,2:valid,2:valid,,0.001
src\java\org\apache\commons\math\ode\GraggBulirschStoerIntegrator.java,250,2:valid,2:valid,,0.09
src\test\org\apache\commons\math\transform\FastFourierTransformerTest.java,251,2:valid,2:valid,,0.011
src\test\org\apache\commons\math\ode\StepProblem.java,252,2:valid,2:valid,,0.01
src\test\org\apache\commons\math\analysis\PolynomialFunctionNewtonFormTest.java,253,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\stat\data\LotteryTest.java,254,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\stat\descriptive\SummaryStatisticsAbstractTest.java,255,2:valid,2:valid,,0.007
src\java\org\apache\commons\math\ode\SwitchingFunction.java,256,2:valid,2:valid,,0.001
src\test\org\apache\commons\math\analysis\SplineInterpolatorTest.java,257,2:valid,2:valid,,0.001
src\java\org\apache\commons\math\stat\descriptive\summary\SumOfSquares.java,258,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\stat\inference\TTest.java,259,2:valid,2:valid,,0.007
src\java\org\apache\commons\math\distribution\NormalDistributionImpl.java,260,2:valid,2:valid,,0.006
src\test\org\apache\commons\math\ode\DormandPrince54StepInterpolatorTest.java,261,2:valid,2:valid,,0.011
src\test\org\apache\commons\math\ode\ThreeEighthesIntegratorTest.java,262,2:valid,2:valid,,0.007
src\java\org\apache\commons\math\stat\inference\TestFactory.java,263,2:valid,2:valid,,0.002
src\test\org\apache\commons\math\stat\descriptive\DescriptiveStatisticsImplTest.java,264,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\estimation\GaussNewtonEstimatorTest.java,265,2:valid,2:valid,,0.053
src\test\org\apache\commons\math\analysis\TrapezoidIntegratorTest.java,266,2:valid,2:valid,,0.008
src\java\org\apache\commons\math\ode\MidpointIntegrator.java,267,2:valid,2:valid,,0.001
src\test\org\apache\commons\math\ode\StepNormalizerTest.java,268,2:valid,2:valid,,0.007
src\java\org\apache\commons\math\stat\regression\SimpleRegression.java,269,2:valid,2:valid,,0.108
src\test\org\apache\commons\math\ode\GraggBulirschStoerIntegratorTest.java,270,2:valid,2:valid,,0.042
src\test\org\apache\commons\math\ode\DormandPrince54IntegratorTest.java,271,2:valid,2:valid,,0.047
src\java\org\apache\commons\math\distribution\ExponentialDistributionImpl.java,272,2:valid,2:valid,,0.003
src\test\org\apache\commons\math\stat\descriptive\rank\MaxTest.java,273,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\analysis\UnivariateRealIntegratorImpl.java,274,2:valid,2:valid,,0.094
src\java\org\apache\commons\math\ode\DormandPrince54Integrator.java,275,2:valid,2:valid,,0.022
src\java\org\apache\commons\math\random\JDKRandomGenerator.java,276,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\analysis\NevilleInterpolatorTest.java,277,2:valid,2:valid,,0.003
src\java\org\apache\commons\math\complex\Complex.java,278,2:valid,2:valid,,0.44
src\java\org\apache\commons\math\geometry\NotARotationMatrixException.java,279,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\optimization\NelderMeadTest.java,280,2:valid,2:valid,,0.048
src\java\org\apache\commons\math\stat\descriptive\moment\SecondMoment.java,281,2:valid,2:valid,,0.001
src\java\org\apache\commons\math\linear\MatrixIndexException.java,282,2:valid,2:valid,,0.0
src\java\org\apache\commons\math\random\RandomAdaptor.java,283,2:valid,2:valid,,0.009
src\test\org\apache\commons\math\ode\TestProblem1.java,284,2:valid,2:valid,,0.001
src\test\org\apache\commons\math\ode\ThreeEighthesStepInterpolatorTest.java,285,2:valid,2:valid,,0.0
src\test\org\apache\commons\math\distribution\HypergeometricDistributionTest.java,286,2:valid,2:valid,,0.023
src\test\org\apache\commons\math\distribution\WeibullDistributionTest.java,287,2:valid,2:valid,,0.005
src\test\org\apache\commons\math\transform\FastSineTransformerTest.java,288,2:valid,2:valid,,0.008
